date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,main
6/1/2001,eggs,soap,sandwichloaves,vegetables,papertowels,soda,yogurt,juice,milk,pork,tortillas,poultry,vegetables,dishwashingliquid/detergent,milk,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
7/1/2001,tortillas,juice,soap,sugar,vegetables,pork,flour,individualmeals,beef,flour,juice,butter,flour,eggs,icecream,yogurt,butter,icecream,toiletpaper,ketchup,lunchmeat,handsoap,toiletpaper,sandwichloaves,tortillas,soda,ketchup,,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
8/1/2001,handsoap,waffles,waffles,cheeses,yogurt,toiletpaper,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
9/1/2001,ketchup,cheeses,dinnerrolls,coffee/tea,all-purpose,dishwashingliquid/detergent,individualmeals,papertowels,pasta,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,poultry
9/1/2001,pasta,papertowels,bagels,vegetables,vegetables,cereals,bagels,all-purpose,milk,beef,soap,coffee/tea,eggs,toiletpaper,handsoap,shampoo,sandwichloaves,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
9/1/2001,pork,individualmeals,milk,bagels,sugar,shampoo,soap,beef,cereals,vegetables,spaghettisauce,yogurt,lunchmeat,milk,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,beef
9/1/2001,eggs,cheeses,vegetables,sandwichbags,cheeses,spaghettisauce,spaghettisauce,coffee/tea,handsoap,toiletpaper,vegetables,vegetables,eggs,dishwashingliquid/detergent,sandwichloaves,mixes,papertowels,sugar,cheeses,soda,waffles,vegetables,lunchmeat,mixes,milk,milk,sugar,all-purpose,sandwichbags,pork,soap,shampoo,pork,,ketchup
0/1/2001,milk,aluminumfoil,coffee/tea,vegetables,shampoo,juice,eggs,dishwashingliquid/detergent,poultry,cereals,papertowels,dinnerrolls,pasta,dinnerrolls,yogurt,waffles,butter,pork,dishwashingliquid/detergent,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
0/1/2001,icecream,vegetables,waffles,mixes,vegetables,sugar,coffee/tea,poultry,pork,milk,papertowels,shampoo,coffee/tea,butter,flour,all-purpose,flour,cheeses,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,eggs
0/1/2001,dishwashingliquid/detergent,milk,all-purpose,juice,sandwichbags,bagels,pasta,milk,waffles,vegetables,handsoap,toiletpaper,eggs,aluminumfoil,yogurt,sandwichbags,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
1/1/2001,vegetables,papertowels,fruits,poultry,waffles,dinnerrolls,pasta,papertowels,cereals,bagels,vegetables,mixes,papertowels,eggs,toiletpaper,lunchmeat,spaghettisauce,soap,aluminumfoil,bagels,laundrydetergent,waffles,sandwichbags,ketchup,butter,cheeses,sugar,,nan,nan,nan,nan,nan,nan,icecream
1/1/2001,waffles,vegetables,dishwashingliquid/detergent,beef,shampoo,icecream,cereals,juice,sugar,sandwichbags,flour,fruits,vegetables,milk,waffles,vegetables,dinnerrolls,bagels,poultry,vegetables,milk,handsoap,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
1/2/2001,vegetables,waffles,shampoo,beef,papertowels,handsoap,cereals,flour,sugar,eggs,soap,butter,coffee/tea,lunchmeat,soda,shampoo,soda,handsoap,icecream,toiletpaper,sandwichloaves,handsoap,poultry,lunchmeat,pork,vegetables,flour,juice,flour,laundrydetergent,individualmeals,juice,pork,,milk
1/2/2001,vegetables,sandwichbags,cereals,spaghettisauce,icecream,coffee/tea,yogurt,pasta,lunchmeat,bagels,sugar,toiletpaper,poultry,mixes,cereals,cheeses,shampoo,vegetables,vegetables,aluminumfoil,fruits,fruits,mixes,cheeses,bagels,milk,vegetables,beef,vegetables,sugar,individualmeals,,nan,nan,icecream
1/2/2001,vegetables,pasta,sandwichbags,butter,tortillas,bagels,tortillas,bagels,sugar,shampoo,dishwashingliquid/detergent,vegetables,coffee/tea,icecream,mixes,cheeses,mixes,poultry,bagels,vegetables,sugar,all-purpose,sandwichloaves,yogurt,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,cereals
1/2/2001,soda,butter,soda,sandwichbags,fruits,beef,fruits,icecream,cheeses,butter,cheeses,butter,soap,eggs,dinnerrolls,coffee/tea,coffee/tea,bagels,mixes,aluminumfoil,handsoap,cereals,soap,milk,individualmeals,spaghettisauce,poultry,handsoap,sugar,dinnerrolls,laundrydetergent,,nan,nan,tortillas
2/2/2001,sandwichbags,soap,papertowels,eggs,tortillas,poultry,dishwashingliquid/detergent,laundrydetergent,sandwichloaves,icecream,vegetables,lunchmeat,pasta,cereals,soda,soda,vegetables,dinnerrolls,soap,ketchup,spaghettisauce,vegetables,soap,waffles,individualmeals,vegetables,handsoap,sandwichbags,,nan,nan,nan,nan,nan,papertowels
3/2/2001,mixes,shampoo,toiletpaper,eggs,mixes,papertowels,cereals,mixes,waffles,waffles,dishwashingliquid/detergent,toiletpaper,dishwashingliquid/detergent,eggs,spaghettisauce,cheeses,laundrydetergent,individualmeals,dishwashingliquid/detergent,dinnerrolls,aluminumfoil,spaghettisauce,waffles,vegetables,laundrydetergent,vegetables,vegetables,sandwichbags,papertowels,pork,beef,handsoap,,nan,handsoap
4/2/2001,shampoo,dinnerrolls,yogurt,shampoo,cereals,juice,beef,pork,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
5/2/2001,soap,waffles,cheeses,sugar,waffles,dinnerrolls,sugar,sugar,soap,handsoap,waffles,sandwichloaves,papertowels,milk,vegetables,milk,mixes,aluminumfoil,tortillas,vegetables,vegetables,sandwichbags,mixes,vegetables,icecream,spaghettisauce,eggs,lunchmeat,yogurt,dinnerrolls,poultry,vegetables,,nan,bagels
6/2/2001,butter,sandwichloaves,eggs,butter,lunchmeat,all-purpose,lunchmeat,flour,mixes,yogurt,sandwichbags,cheeses,mixes,bagels,spaghettisauce,individualmeals,waffles,dishwashingliquid/detergent,dinnerrolls,fruits,vegetables,poultry,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
7/2/2001,papertowels,juice,beef,butter,toiletpaper,yogurt,laundrydetergent,dishwashingliquid/detergent,toiletpaper,fruits,dishwashingliquid/detergent,juice,vegetables,milk,butter,papertowels,laundrydetergent,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
7/2/2001,dishwashingliquid/detergent,yogurt,cheeses,soda,flour,pork,flour,vegetables,sugar,fruits,tortillas,waffles,dinnerrolls,bagels,eggs,dishwashingliquid/detergent,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
8/2/2001,milk,papertowels,flour,laundrydetergent,laundrydetergent,toiletpaper,poultry,coffee/tea,beef,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
8/2/2001,flour,fruits,soda,milk,dinnerrolls,eggs,individualmeals,papertowels,mixes,waffles,pasta,dishwashingliquid/detergent,coffee/tea,lunchmeat,toiletpaper,laundrydetergent,sandwichloaves,dinnerrolls,flour,butter,handsoap,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sugar
8/2/2001,vegetables,icecream,ketchup,laundrydetergent,toiletpaper,mixes,shampoo,pork,vegetables,sandwichbags,tortillas,eggs,pasta,sugar,butter,laundrydetergent,aluminumfoil,all-purpose,toiletpaper,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sugar
8/2/2001,icecream,dinnerrolls,individualmeals,all-purpose,laundrydetergent,fruits,cereals,toiletpaper,cheeses,bagels,dishwashingliquid/detergent,individualmeals,vegetables,all-purpose,waffles,eggs,beef,sugar,papertowels,sandwichbags,vegetables,sandwichbags,ketchup,aluminumfoil,fruits,pork,cereals,vegetables,vegetables,cheeses,,nan,nan,nan,bagels
8/2/2001,aluminumfoil,shampoo,fruits,soda,yogurt,icecream,milk,soda,soap,cereals,toiletpaper,juice,vegetables,ketchup,beef,cheeses,bagels,milk,vegetables,yogurt,mixes,aluminumfoil,soda,dishwashingliquid/detergent,pork,eggs,sandwichloaves,butter,,nan,nan,nan,nan,nan,juice
8/2/2001,juice,dinnerrolls,individualmeals,shampoo,sandwichbags,soap,shampoo,vegetables,papertowels,milk,poultry,cereals,beef,papertowels,vegetables,milk,aluminumfoil,cereals,eggs,sandwichbags,dinnerrolls,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
8/2/2001,milk,fruits,mixes,mixes,lunchmeat,lunchmeat,vegetables,papertowels,waffles,cheeses,mixes,vegetables,flour,dinnerrolls,tortillas,flour,waffles,sandwichbags,ketchup,dishwashingliquid/detergent,all-purpose,handsoap,fruits,bagels,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,toiletpaper
8/2/2001,cereals,cheeses,milk,tortillas,yogurt,papertowels,mixes,soda,spaghettisauce,papertowels,shampoo,sugar,sandwichbags,poultry,pasta,aluminumfoil,eggs,lunchmeat,cheeses,lunchmeat,vegetables,aluminumfoil,mixes,soda,mixes,papertowels,pasta,cheeses,fruits,sandwichloaves,pasta,cheeses,beef,,dinnerrolls
9/2/2001,handsoap,bagels,dishwashingliquid/detergent,waffles,beef,poultry,mixes,laundrydetergent,individualmeals,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
0/2/2001,poultry,cheeses,waffles,sugar,vegetables,aluminumfoil,dishwashingliquid/detergent,soda,milk,beef,all-purpose,vegetables,all-purpose,soda,toiletpaper,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
1/2/2001,lunchmeat,cereals,flour,yogurt,fruits,sugar,dinnerrolls,soap,all-purpose,soap,fruits,sandwichbags,dishwashingliquid/detergent,vegetables,beef,vegetables,yogurt,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
2/2/2001,cereals,pasta,mixes,juice,vegetables,all-purpose,dinnerrolls,all-purpose,flour,eggs,ketchup,yogurt,flour,laundrydetergent,pork,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
2/2/2001,vegetables,pasta,beef,lunchmeat,dishwashingliquid/detergent,icecream,lunchmeat,mixes,laundrydetergent,vegetables,lunchmeat,mixes,bagels,bagels,aluminumfoil,milk,waffles,eggs,eggs,pasta,soda,juice,cereals,papertowels,cereals,toiletpaper,waffles,shampoo,papertowels,icecream,,nan,nan,nan,poultry
3/2/2001,pork,laundrydetergent,ketchup,tortillas,mixes,eggs,flour,eggs,beef,pasta,flour,icecream,poultry,dishwashingliquid/detergent,icecream,soda,fruits,milk,laundrydetergent,aluminumfoil,cereals,sandwichloaves,cereals,handsoap,vegetables,spaghettisauce,aluminumfoil,,nan,nan,nan,nan,nan,nan,cheeses
4/2/2001,vegetables,soap,shampoo,sugar,eggs,cereals,tortillas,butter,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
4/2/2001,poultry,cheeses,sandwichloaves,ketchup,sandwichbags,coffee/tea,handsoap,vegetables,lunchmeat,fruits,vegetables,beef,papertowels,shampoo,lunchmeat,lunchmeat,bagels,dinnerrolls,mixes,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shampoo
4/2/2001,vegetables,pork,pork,cereals,vegetables,bagels,waffles,shampoo,vegetables,spaghettisauce,mixes,butter,aluminumfoil,toiletpaper,milk,papertowels,dishwashingliquid/detergent,papertowels,lunchmeat,all-purpose,bagels,waffles,vegetables,flour,juice,mixes,spaghettisauce,vegetables,all-purpose,mixes,,nan,nan,nan,mixes
4/2/2001,individualmeals,waffles,cereals,pork,laundrydetergent,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
5/2/2001,icecream,dishwashingliquid/detergent,juice,sandwichloaves,lunchmeat,individualmeals,mixes,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mixes
6/2/2001,waffles,mixes,cheeses,fruits,tortillas,fruits,papertowels,flour,toiletpaper,handsoap,soda,soap,handsoap,all-purpose,icecream,poultry,shampoo,butter,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bagels
6/2/2001,sandwichbags,poultry,sandwichbags,lunchmeat,eggs,toiletpaper,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
7/2/2001,juice,cereals,aluminumfoil,soda,ketchup,soda,icecream,poultry,vegetables,juice,waffles,papertowels,aluminumfoil,individualmeals,coffee/tea,laundrydetergent,icecream,handsoap,spaghettisauce,vegetables,waffles,pasta,sugar,shampoo,icecream,dinnerrolls,cereals,dinnerrolls,ketchup,,nan,nan,nan,nan,toiletpaper
7/2/2001,milk,milk,lunchmeat,lunchmeat,dishwashingliquid/detergent,aluminumfoil,handsoap,handsoap,soap,handsoap,spaghettisauce,milk,waffles,all-purpose,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,flour
7/2/2001,milk,coffee/tea,vegetables,vegetables,dinnerrolls,milk,flour,sandwichbags,coffee/tea,eggs,mixes,butter,individualmeals,vegetables,cheeses,soda,cereals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
7/2/2001,waffles,handsoap,sandwichbags,papertowels,icecream,fruits,yogurt,cereals,pork,pork,cereals,dinnerrolls,beef,aluminumfoil,juice,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,spaghettisauce
8/2/2001,tortillas,cereals,ketchup,pasta,mixes,bagels,tortillas,cheeses,pork,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mixes
9/2/2001,dinnerrolls,sugar,tortillas,soap,shampoo,butter,laundrydetergent,sugar,all-purpose,pasta,waffles,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
9/2/2001,dinnerrolls,shampoo,handsoap,milk,sugar,poultry,waffles,eggs,flour,coffee/tea,yogurt,cereals,handsoap,handsoap,dishwashingliquid/detergent,yogurt,lunchmeat,sandwichbags,vegetables,vegetables,aluminumfoil,poultry,tortillas,vegetables,mixes,,nan,nan,nan,nan,nan,nan,nan,nan,toiletpaper
9/2/2001,all-purpose,tortillas,all-purpose,aluminumfoil,spaghettisauce,milk,fruits,juice,poultry,vegetables,flour,poultry,beef,all-purpose,vegetables,ketchup,dishwashingliquid/detergent,eggs,cereals,papertowels,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
9/2/2001,laundrydetergent,vegetables,shampoo,lunchmeat,milk,juice,cheeses,pasta,laundrydetergent,waffles,aluminumfoil,icecream,pasta,dinnerrolls,soap,milk,sugar,sandwichbags,individualmeals,dishwashingliquid/detergent,dinnerrolls,coffee/tea,vegetables,all-purpose,sugar,pasta,aluminumfoil,soda,all-purpose,,nan,nan,nan,nan,lunchmeat
0/2/2001,milk,icecream,toiletpaper,beef,laundrydetergent,butter,icecream,waffles,pasta,papertowels,bagels,soda,handsoap,icecream,soda,juice,fruits,sandwichloaves,soda,milk,sugar,waffles,pork,pasta,soap,juice,tortillas,tortillas,pasta,vegetables,,nan,nan,nan,beef
0/2/2001,soda,icecream,milk,laundrydetergent,bagels,poultry,icecream,pasta,vegetables,papertowels,poultry,soda,eggs,waffles,dinnerrolls,individualmeals,lunchmeat,spaghettisauce,dishwashingliquid/detergent,all-purpose,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
0/2/2001,aluminumfoil,mixes,soap,soap,milk,toiletpaper,soap,spaghettisauce,individualmeals,flour,flour,ketchup,waffles,dinnerrolls,icecream,yogurt,soda,cheeses,flour,coffee/tea,toiletpaper,spaghettisauce,toiletpaper,soda,spaghettisauce,tortillas,juice,,nan,nan,nan,nan,nan,nan,aluminumfoil
0/2/2001,cereals,fruits,yogurt,spaghettisauce,dishwashingliquid/detergent,handsoap,sugar,spaghettisauce,spaghettisauce,spaghettisauce,cereals,poultry,sandwichloaves,ketchup,vegetables,fruits,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
0/2/2001,milk,mixes,yogurt,soda,ketchup,all-purpose,individualmeals,soap,milk,eggs,bagels,waffles,yogurt,poultry,individualmeals,soda,lunchmeat,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soap
0/2/2001,beef,papertowels,coffee/tea,icecream,spaghettisauce,soda,soap,vegetables,vegetables,flour,juice,aluminumfoil,vegetables,dinnerrolls,vegetables,vegetables,waffles,yogurt,cereals,pasta,ketchup,sugar,sandwichbags,eggs,poultry,aluminumfoil,soap,laundrydetergent,cheeses,all-purpose,,nan,nan,nan,butter
0/2/2001,handsoap,yogurt,shampoo,shampoo,dishwashingliquid/detergent,juice,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
1/2/2001,sandwichbags,milk,sandwichloaves,soda,flour,individualmeals,flour,mixes,shampoo,sugar,spaghettisauce,dinnerrolls,flour,ketchup,vegetables,flour,bagels,pasta,papertowels,sandwichbags,aluminumfoil,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
1/2/2001,handsoap,aluminumfoil,lunchmeat,sandwichloaves,spaghettisauce,aluminumfoil,sandwichbags,vegetables,beef,ketchup,pasta,icecream,ketchup,butter,waffles,handsoap,vegetables,sandwichbags,cheeses,yogurt,sugar,coffee/tea,ketchup,shampoo,fruits,pasta,vegetables,icecream,soap,,nan,nan,nan,nan,aluminumfoil
2/2/2001,pasta,sugar,soap,flour,aluminumfoil,papertowels,yogurt,vegetables,poultry,soda,dishwashingliquid/detergent,soap,juice,soda,dinnerrolls,icecream,cereals,dishwashingliquid/detergent,coffee/tea,icecream,handsoap,bagels,aluminumfoil,handsoap,soda,lunchmeat,toiletpaper,vegetables,sandwichloaves,vegetables,vegetables,icecream,,nan,shampoo
3/2/2001,milk,all-purpose,waffles,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shampoo
3/2/2001,ketchup,coffee/tea,milk,poultry,vegetables,poultry,individualmeals,papertowels,pasta,soda,sugar,sandwichloaves,dishwashingliquid/detergent,ketchup,all-purpose,poultry,toiletpaper,cheeses,dinnerrolls,waffles,poultry,soap,cereals,lunchmeat,pasta,sandwichloaves,laundrydetergent,dishwashingliquid/detergent,sugar,flour,sandwichloaves,,nan,nan,pork
3/2/2001,dinnerrolls,yogurt,sugar,juice,individualmeals,sandwichloaves,cheeses,soda,sugar,pork,individualmeals,butter,soap,butter,mixes,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
4/2/2001,vegetables,mixes,poultry,lunchmeat,sugar,flour,soda,milk,cereals,laundrydetergent,milk,pork,pasta,all-purpose,sandwichbags,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
5/2/2001,juice,icecream,beef,fruits,sandwichloaves,handsoap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
5/2/2001,lunchmeat,sandwichbags,papertowels,handsoap,milk,papertowels,bagels,ketchup,waffles,poultry,butter,waffles,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
6/2/2001,waffles,dishwashingliquid/detergent,soap,papertowels,soda,butter,icecream,coffee/tea,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,fruits
7/2/2001,spaghettisauce,mixes,dishwashingliquid/detergent,pork,tortillas,soda,yogurt,beef,yogurt,tortillas,bagels,dinnerrolls,juice,sugar,vegetables,milk,vegetables,sandwichbags,shampoo,mixes,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
7/2/2001,coffee/tea,poultry,soda,bagels,fruits,cheeses,laundrydetergent,mixes,laundrydetergent,bagels,mixes,soda,pasta,vegetables,individualmeals,vegetables,cheeses,pork,butter,laundrydetergent,tortillas,sandwichbags,eggs,dishwashingliquid/detergent,vegetables,sugar,pork,,nan,nan,nan,nan,nan,nan,vegetables
7/2/2001,shampoo,vegetables,butter,vegetables,milk,dishwashingliquid/detergent,lunchmeat,soda,beef,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sugar
8/2/2001,individualmeals,vegetables,cereals,beef,sandwichloaves,shampoo,beef,beef,laundrydetergent,pork,sugar,lunchmeat,vegetables,vegetables,eggs,sandwichbags,icecream,coffee/tea,poultry,vegetables,eggs,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,milk
8/2/2001,spaghettisauce,poultry,fruits,soap,sandwichbags,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,coffeetea
1/3/2001,mixes,yogurt,poultry,vegetables,spaghettisauce,soap,cereals,waffles,dishwashingliquid/detergent,fruits,pasta,poultry,bagels,soda,shampoo,sandwichbags,poultry,lunchmeat,flour,sugar,icecream,aluminumfoil,sugar,dinnerrolls,pork,beef,individualmeals,coffee/tea,ketchup,cereals,vegetables,individualmeals,,nan,spaghettisauce
2/3/2001,yogurt,sandwichbags,cheeses,fruits,pasta,sugar,toiletpaper,vegetables,dinnerrolls,icecream,vegetables,dishwashingliquid/detergent,icecream,dishwashingliquid/detergent,butter,all-purpose,mixes,dishwashingliquid/detergent,aluminumfoil,sandwichbags,papertowels,aluminumfoil,lunchmeat,milk,pasta,sugar,butter,sandwichbags,eggs,,nan,nan,nan,nan,spaghettisauce
2/3/2001,flour,sandwichloaves,beef,soap,dinnerrolls,toiletpaper,individualmeals,all-purpose,toiletpaper,butter,fruits,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shampoo
2/3/2001,lunchmeat,toiletpaper,shampoo,butter,spaghettisauce,soap,shampoo,butter,vegetables,ketchup,poultry,lunchmeat,spaghettisauce,cheeses,sandwichbags,sandwichbags,ketchup,sugar,individualmeals,soda,sandwichloaves,juice,soap,lunchmeat,dinnerrolls,juice,laundrydetergent,,nan,nan,nan,nan,nan,nan,spaghettisauce
3/3/2001,shampoo,vegetables,poultry,dishwashingliquid/detergent,aluminumfoil,all-purpose,papertowels,fruits,eggs,lunchmeat,mixes,cheeses,ketchup,juice,coffee/tea,dinnerrolls,waffles,shampoo,soap,pork,papertowels,milk,dishwashingliquid/detergent,beef,,nan,nan,nan,nan,nan,nan,nan,nan,nan,milk
3/3/2001,juice,vegetables,toiletpaper,mixes,shampoo,ketchup,sandwichbags,soap,vegetables,ketchup,waffles,cereals,spaghettisauce,spaghettisauce,eggs,vegetables,beef,all-purpose,ketchup,fruits,shampoo,laundrydetergent,soda,flour,waffles,soap,cereals,dinnerrolls,mixes,,nan,nan,nan,nan,cheeses
3/3/2001,beef,butter,vegetables,milk,papertowels,papertowels,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soda
4/3/2001,dinnerrolls,laundrydetergent,vegetables,vegetables,tortillas,flour,all-purpose,aluminumfoil,sandwichbags,icecream,sandwichloaves,beef,individualmeals,shampoo,pork,juice,tortillas,shampoo,poultry,dishwashingliquid/detergent,cheeses,spaghettisauce,poultry,spaghettisauce,juice,,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
